"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Nigeria","NGA","Trained teachers in primary education, female (% of female teachers)","SE.PRM.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.8377075195312","59.7904396057129","60.5923805236816","61.6224708557129","","","","71.6758702440153","","","","","","","","60.8279943666099","","","","","","",
"Nigeria","NGA","Persistence to last grade of primary, total (% of cohort)","SE.PRM.PRSL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.3161697387695","","","","","72.9611129760742","77.748291015625","49.724178314209","47.0505218505859","79.9909820556641","64.3753814697266","","","","","","","","","","","","","","","",
"Nigeria","NGA","Persistence to grade 5, male (% of cohort)","SE.PRM.PRS5.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5774078369141","","","","","80.4418563842773","77.6658096313477","57.1442718505859","61.5096206665039","88.8162612915039","70.2230072021484","","","","","","","","","","","","","","","",
"Nigeria","NGA","Over-age students, primary, male (% of male enrollment)","SE.PRM.OENR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.40747","31.41089","","","","31.4385","31.44377","31.46054","12.93601","12.91635","12.88827","12.84523","","","","","","","","","","","","","","",
"Nigeria","NGA","Net intake rate in grade 1, female (% of official school-age population)","SE.PRM.NINT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Gross intake ratio in first grade of primary education, total (% of relevant age group)","SE.PRM.GINT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.9903","117.251","124.58339","","115.90286","114.80099","111.99282","109.53819","102.32725","89.07428","92.59161","85.64493","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, primary, female (% gross)","SE.PRM.ENRR.FE","","","","","","","","","","","30.5841407775879","34.2891807556152","38.3342018127441","40.524829864502","","","39.2595100402832","50.905330657959","65.8736419677734","77.1327896118164","82.0209121704102","88.9328689575195","96.2601776123047","95.197639465332","94.3498764038086","90.9976196289062","79.8825531005859","76.7914581298828","69.9957427978516","72.3963928222656","72.4448699951172","72.8122406005859","77.3023300170898","80.6608276367188","81.5114898681641","78.7293319702148","70.3217010498047","","","81.3020782470703","85.0585174560547","83.3741073608398","84.4145126342773","85.8008270263672","87.0369491577148","87.8270416259766","89.0731582641602","82.2657089233398","74.2717666625977","75.5811462402344","75.6401519775391","81.332878112793","84.3753509521484","86.2714638520387","83.0600210129391","25.8453703336164","76.0966491699219","","80.2270024092352","","83.8670565425955","83.4146900941214","","88.2041625976562","",
"Nigeria","NGA","Primary education, pupils","SE.PRM.ENRL","","","","","","","","","","","3515827","3894539","4391197","4662400","","","4889857","6165547","8100324","9867961","10798550","12117483","13760030","14311608","14654798","14383487","13025287","12914870","12690798","12721087","13607249","13776854","14805937","15870280","16190947","15741078","14078473","","","17907008","19151442","19041224","19806082","20600796","21395510","22115432","22861884","21513996","20008142","20957642","20663804","23668904","24822374","26167544","25801196","8070442","25591180","","27889388","","30100084","30455582","","33415352","",
"Nigeria","NGA","Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)","SE.PRM.CUAT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.8300018310547","","","","","","","","","","52.8871612548828","","54.0191612243652","55.0242500305176","","57.8193588256836","","","61.9571189880371",
"Nigeria","NGA","Primary school starting age (years)","SE.PRM.AGES","","","","","","","","","","","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","",
"Nigeria","NGA","School enrollment, preprimary, male (% gross)","SE.PRE.ENRR.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3061408996582","","36.8146705627441","44.5923118591309","44.1614112854004","","","37.4833488464355","44.0381011962891","42.1640892028809","42.8899993896484","","","15.2625503540039","23.8139896392822","15.6986303329468","19.4535293579102","24.381010055542","","","","","","",
"Nigeria","NGA","Preprimary education, duration (years)","SE.PRE.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","",
"Nigeria","NGA","Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","SE.LPV.PRIM.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","SE.LPV.PRIM.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.581910014152527","0.615459978580475","0.633099973201752","0.659990012645721","","","","0.722029983997345","0.753329992294312","0.745639979839325","0.743489980697632","0.751739978790283","0.747340023517609","0.701300024986267","0.676490008831024","","0.797990024089813","0.812940001487732","","0.832419991493225","0.782169997692108","","","","","","","","","0.823350012302399","0.815140008926392","0.827269971370697","0.81156998872757","","0.82804000377655","0.839640021324158","0.849070012569427","0.855579972267151","0.873030006885529","0.887960016727448","0.897220015525818","0.908169984817505","0.95440000295639","0.952579975128174","0.956820011138916","","0.930320024490356","","0.969380021095276","","","","","","",
"Nigeria","NGA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6500015258789","","","","","","","","","","","","66.7699966430664","","","76.129997253418","","","","","","","","","","68.120002746582","","","81.6080964910529","","73.7300033569336","","","78.4300003051758",
"Nigeria","NGA","Literacy rate, youth (ages 15-24), gender parity index (GPI)","SE.ADT.1524.LT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.769999980926514","","","","","","","","","","","","0.769999980926514","","","0.899999976158142","","0.657324850559235","","","","","0.821051418781281","","","0.860000014305115","","","","","0.889999985694885","","","1",
"Nigeria","NGA","Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval","RQ.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.97826099395752","","7.60869550704956","","10.3260869979858","","4.86486482620239","3.24324321746826","4.97512435913086","16.1764698028564","9.80392169952393","11.6504850387573","16.5048542022705","15.3110046386719","18.1818180084229","19.9052124023438","17.0616111755371","17.5355453491211","11.5384616851807","10.9523811340332","9.5238094329834","10.4761905670166","9.5238094329834","9.0476188659668","8.09523773193359","9.0476188659668","5.18867921829224","9.90566062927246","",
"Nigeria","NGA","Rule of Law: Standard Error","RL.STD.ERR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.212429106235504","","0.221403405070305","","0.169623196125031","","0.18216598033905","0.184147104620934","0.16690668463707","0.145315334200859","0.139509484171867","0.14057694375515","0.137770161032677","0.134718969464302","0.131937190890312","0.126085385680199","0.129535436630249","0.129100754857063","0.140564188361168","0.14038322865963","0.152743205428123","0.143563091754913","0.145581111311913","0.147287487983704","0.143724799156189","0.151883974671364","0.157405704259872","0.152036562561989","",
"Nigeria","NGA","Rule of Law: Number of Sources","RL.NO.SRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","6","","8","","10","11","13","14","17","17","17","17","17","18","18","18","16","16","15","15","14","14","13","13","13","14","",
"Nigeria","NGA","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval","PV.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.9148941040039","","43.6170196533203","","19.5767192840576","","17.4603176116943","15.5778894424438","12.62135887146","13.5922327041626","8.21256065368652","7.72946882247925","9.61538505554199","7.5829381942749","4.26540279388428","5.21327018737793","5.68720388412476","6.16113758087158","6.1904764175415","7.61904764175415","8.5714282989502","8.09523773193359","6.60377359390259","8.01886749267578","10.3773584365845","9.43396186828613","10.3773584365845","10.9004735946655","",
"Nigeria","NGA","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.05690824985504","","-0.588243722915649","","-1.45532631874084","","-1.62632930278778","-1.63558828830719","-1.75441575050354","-1.6665004491806","-2.03407764434814","-2.01405644416809","-1.86071193218231","-1.99455380439758","-2.21112322807312","-1.95645451545715","-2.04207372665405","-2.08847832679749","-2.1302764415741","-1.92170512676239","-1.87388896942139","-1.99671792984009","-2.09752702713013","-1.93315482139587","-1.89201462268829","-1.78738462924957","-1.77890145778656","-1.7684383392334","",
"Nigeria","NGA","Coverage of social insurance programs in 2nd quintile (% of population)","per_si_allsi.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.27680128633467","","","2.0738901537123","","","","","","",
"Nigeria","NGA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.2875486178671","","","27.0298034337863","","","","","","",
"Nigeria","NGA","Coverage of social safety net programs in 2nd quintile (% of population)","per_sa_allsa.cov_q2_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.87493156424119","","6.22147889617599","","","4.05793111370602","","","24.8771770831125","","","","","","",
"Nigeria","NGA","Adolescents out of school, female (% of female lower secondary school age)","SE.SEC.UNER.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Trained teachers in secondary education (% of total teachers)","SE.SEC.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.4572830200195","","","70.0289993286133","","","","45.9325302809488","","","","","","","","66.791358266499","","","","","","",
"Nigeria","NGA","Trained teachers in secondary education, male (% of male teachers)","SE.SEC.TCAQ.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.7017517089844","","","65.6747665405273","","","","45.9050951063589","","","","","","","","66.8636365798097","","","","","","",
"Nigeria","NGA","Trained teachers in secondary education, female (% of female teachers)","SE.SEC.TCAQ.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.4756698608398","","","77.0622482299805","","","","45.9624006248729","","","","","","","","66.7058591882085","","","","","","",
"Nigeria","NGA","School enrollment, secondary, private (% of total secondary)","SE.SEC.PRIV.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8466901779175","13.6792402267456","12.9022903442383","19.9781303405762","21.5315895080566","24.1818008422852","18.6993198394775","18.7151298522949","22.6464099884033","22.2721405029297","19.0331497192383","","22.8018093109131","","26.3317794799805","27.3453502655029","","27.8533592224121","",
"Nigeria","NGA","School enrollment, secondary, male (% gross)","SE.SEC.ENRR.MA","","","","","","","","","","","6.19273996353149","6.70126008987427","7.41471004486084","8.01439952850342","","","","10.6901197433472","12.1809396743774","14.9392995834351","19.1620807647705","23.1426105499268","27.5006008148193","35.7393913269043","42.8784599304199","","31.7081108093262","30.4376697540283","","26.6613693237305","27.2573699951172","","","","","","","","","24.0540294647217","26.1258792877197","28.897029876709","32.8266105651855","","37.7513999938965","36.8644714355469","36.4241485595703","34.2624206542969","36.5469589233398","39.6161003112793","44.4610900878906","46.2873191833496","46.4128684997559","55.1751098632812","45.1165008544922","45.713550567627","41.2664489746094","","41.4976615905762","","44.3227310180664","45.7016181945801","","46.3985900878906","",
"Nigeria","NGA","Secondary education, vocational pupils","SE.SEC.ENRL.VO","","","","","","","","","","","63067","72093","51320","84402","","","","144065","174032","217464","256763","311368","350187","376328","383435","391583","","","","226848","216726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Secondary education, general pupils (% female)","SE.SEC.ENRL.GC.FE.ZS","","","","","","","","","","","32.9808","33.18268","33.71793","35.9375","","","","34.50018","37.03535","35.58898","33.31176","34.99313","35.523","29.2524","26.52867","","","","41.20783","43.24817","42.76031","41.68602","45.03599","45.88321","45.63911","","","","","","","","","","","","","","","","","45.23625","","46.81369","","","","","","","","","","","",
"Nigeria","NGA","Secondary education, duration (years)","SE.SEC.DURS","","","","","","","","","","","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","",
"Nigeria","NGA","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","SE.SEC.CUAT.PO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3500003814697","","","","","","","","","","14.5915419423143","","","16.8415478810909","","","39.1546282408427","41.3821681316766","",
"Nigeria","NGA","Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","SE.SEC.CUAT.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.3699989318848","","","","","","","","","","56.0719413757324","","52.592658996582","55.9852714538574","","57.8144989013672","","","64.0385131835938",
"Nigeria","NGA","Lower secondary completion rate, female (% of relevant age group)","SE.SEC.CMPT.LO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7688903808594","24.003360748291","","32.6237907409668","","","","","","","41.1040687561035","","","","","","","","","","","","","","",
"Nigeria","NGA","Children out of school, primary, male","SE.PRM.UNER.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3259250","3067888","","","","3484493","3568517","3718970","3125710","4180272","4223597","4449536","","","","","","","","","","","","","4387494","",
"Nigeria","NGA","Adjusted net enrollment rate, primary, male (% of primary school age children)","SE.PRM.TENR.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.64231","71.88682","","","","72.68987","72.91817","72.77665","79.05888","71.30839","72.17992","71.73887","","","","","","","","","","","","","","",
"Nigeria","NGA","Primary education, teachers","SE.PRM.TCHR","","","","","","","","","","","103152","116640","130434","136142","","","144351","177221","251362","291457","301427","343551","369636","386826","383989","359701","308072","292821","308182","344221","331915","353600","384212","428097","435210","423059","416745","","","432096","446405","488164","491751","590655","597532","599172","565646","466784","","","574078","","","","","","","","913579","","823581","913305","","","",
"Nigeria","NGA","Repeaters, primary, total (% of total enrollment)","SE.PRM.REPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.8023223876953","","","","","73.112678527832","75.5216064453125","48.9835205078125","48.3614692687988","80.4409790039062","62.4831390380859","","","","","","","","","","","","","","","",
"Nigeria","NGA","Persistence to grade 5, female (% of cohort)","SE.PRM.PRS5.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.5963287353516","","","","","81.2709503173828","87.4528427124023","64.2529830932617","62.5539207458496","90.9769592285156","74.9366226196289","","","","","","","","","","","","","","","",
"Nigeria","NGA","Over-age students, primary, female (% of female enrollment)","SE.PRM.OENR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.51","29.50999","","","","29.51","29.51","29.51002","20.10215","20.10216","20.10214","20.10214","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, primary, male (% net)","SE.PRM.NENR.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.64868","70.80227","","","","71.13389","71.40649","71.28012","77.64785","69.81864","70.57702","69.94699","","","","","","","","","","","","","","",
"Nigeria","NGA","Gross intake ratio in first grade of primary education, male (% of relevant age group)","SE.PRM.GINT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.90443","129.93766","137.44862","","124.38565","123.81713","120.46397","117.29056","107.95529","94.19532","96.83154","90.67071","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, primary (% gross)","SE.PRM.ENRR","","","","","","","","","","","41.9057998657227","45.1762619018555","49.5509986877441","51.1400108337402","","","49.0345001220703","59.8788604736328","76.0019989013672","89.3397216796875","94.1832122802734","101.564262390137","110.623641967773","110.334121704102","109.090461730957","102.758140563965","89.5783233642578","85.8567276000977","81.8443832397461","79.7616500854492","83.1028594970703","82.3225021362305","86.7443771362305","91.2958602905273","91.5379028320312","87.4475326538086","76.7972106933594","","","91.5830917358398","95.5101623535156","92.52490234375","93.6976165771484","94.8095932006836","95.7809066772461","96.3063507080078","96.6624374389648","88.06884765625","79.2687530517578","80.3091735839844","79.8300399780273","84.6805572509766","85.9125900268555","87.8349702257826","84.1216580144923","25.5657563073792","78.8780517578125","","81.6278513667331","","84.371583976485","83.8092555956779","","89.5871124267578","",
"Nigeria","NGA","Primary education, duration (years)","SE.PRM.DURS","","","","","","","","","","","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","",
"Nigeria","NGA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.5902862548828","","","","76.5602493286133","79.1777801513672","86.4585571289062","76.2680130004883","65.8178863525391","69.8921203613281","70.164909362793","","","","","","","","","","","","","","",
"Nigeria","NGA","Trained teachers in preprimary education (% of total teachers)","SE.PRE.TCAQ.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, preprimary, female (% gross)","SE.PRE.ENRR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6978893280029","","34.9264907836914","44.3654098510742","43.4741401672363","","","39.1702690124512","37.0373497009277","41.4841918945313","43.4599990844727","","","14.8195104598999","24.1829299926758","16.0787296295166","19.8655395507813","22.4882106781006","","","","","","",
"Nigeria","NGA","Male primary school age children out-of-school (%)","SE.LPV.PRIM.SD.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold","SE.LPV.PRIM.LD.MA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%)","SE.LPV.PRIM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, primary (gross), gender parity index (GPI)","SE.ENR.PRIM.FM.ZS","","","","","","","","","","","0.596859991550446","0.634850025177002","0.653980016708374","0.679080009460449","","","0.686070024967194","0.758249998092651","0.783569991588593","0.778050005435944","0.789979994297028","0.797169983386993","0.78847998380661","0.776289999485016","0.778659999370575","0.810869991779327","0.820089995861053","0.82344001531601","0.760299980640411","0.844990015029907","0.78600001335144","0.806140005588531","0.816770017147064","0.804090023040771","0.81521999835968","0.831070005893707","0.85632997751236","","","0.806930005550385","0.810350000858307","0.826590001583099","0.825600028038025","0.831870019435883","0.837800025939941","0.843209981918335","0.859790027141571","0.882279992103577","0.888109982013702","0.89630001783371","0.908500015735626","0.932770013809204","0.974160015583038","0.974839985370636","0.98539000749588","0.937149107456207","0.942709982395172","0.943077504634857","0.977930009365082","1.00997877120972","","","","","",
"Nigeria","NGA","Literacy rate, adult female (% of females ages 15 and above)","SE.ADT.LITR.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.7299995422363","","","","","","","","","","","","43.3199996948242","","","64.25","","","","","","","","","","49.060001373291","","","","","53.25","","","62.4199981689453",
"Nigeria","NGA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.4900016784668","","","","","","","","","","","","60.5099983215332","","","74.5","70.18","51.6","","","79.84","","70.75","","","67.120002746582","","","","","69.0500030517578","","","81.4300003051758",
"Nigeria","NGA","Regulatory Quality: Percentile Rank","RQ.PER.RNK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3913040161133","","17.3913040161133","","17.9347820281982","","12.972972869873","10.2702703475952","8.4577112197876","23.0392150878906","18.1372547149658","19.4174766540527","21.3592224121094","24.8803825378418","25.8373203277588","27.014217376709","25.5924167633057","26.5402851104736","23.0769233703613","20","17.1428565979004","16.1904754638672","16.6666660308838","14.7619047164917","13.3333330154419","15.7142858505249","12.2641506195068","16.9811325073242","",
"Nigeria","NGA","Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval","RL.PER.RNK.UPPER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.0954780578613","","24.5","","24.8756217956543","","11.4427862167358","11.4427862167358","13.4615383148193","13.8755979537964","23.9234447479248","22.9665069580078","23.5576915740967","18.0094795227051","18.9573459625244","16.9014091491699","19.2488269805908","19.2488269805908","20.6730766296387","25.7142848968506","23.3333339691162","28.5714282989502","26.6666660308838","24.761905670166","29.5238094329834","29.0476188659668","25","27.3584899902344","",
"Nigeria","NGA","Rule of Law: Estimate","RL.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.28972291946411","","-1.18912124633789","","-1.16092002391815","","-1.4958997964859","-1.51251006126404","-1.4396630525589","-1.35421597957611","-1.07539594173431","-1.06105268001556","-1.03830480575562","-1.15610778331757","-1.1588362455368","-1.1788387298584","-1.13882875442505","-1.12051975727081","-1.05607903003693","-0.983265340328217","-1.03865242004395","-0.88729989528656","-0.917605757713318","-0.938441932201385","-0.842042088508606","-0.870812594890594","-0.913985073566437","-0.887689292430878","",
"Nigeria","NGA","Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval","PV.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.38297891616821","","13.297872543335","","1.58730161190033","","1.05820107460022","2.51256275177002","2.42718458175659","1.45631062984467","0.483091801404953","0.966183602809906","1.92307686805725","1.42180097103119","0.947867274284363","1.89573454856873","1.89573454856873","1.42180097103119","2.38095235824585","2.38095235824585","4.2857141494751","2.38095235824585","1.41509437561035","2.8301887512207","2.35849046707153","3.77358484268188","4.24528312683105","4.26540279388428","",
"Nigeria","NGA","Coverage of social insurance programs in richest quintile (% of population)","per_si_allsi.cov_q5_tot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.36858785570756","","","6.34460625102113","","","","","","",
"Nigeria","NGA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","541760","543230","544710","546180","547650","548130","545600","547080","549550","551520","553000","554470","555940","557420","558890","560360","559160","560240","563320","565410","566490","567580","568660","571730","574820","576900","577730","579640","581010","587140","594350","605960","609570","619180","640790","642400","644000","652110","653600","655080","655710.404","657057.273","658399.125","659607.441","661933.737","660287.34","663550.067","664199.899","667688.418","668889.495","669338.249","671740.606","669856.869","671188.418","673283.3","675363.704","677040.673","680680.101","682210.404","686894.646","689142.862","691874.343","693982.088","",
"Nigeria","NGA","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","SE.XPD.CTER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","School enrollment, tertiary, male (% gross)","SE.TER.ENRR.MA","","","","","","","","","","","","","","","","","","","","","","","","","","5.13773012161255","5.26913022994995","5.0097599029541","5.75006008148193","6.19818019866943","","","","","","","","","","6.53259992599487","","","","11.0154600143433","11.1586103439331","11.8305501937866","","","","","10.5607828603244","11.4680780413121","","","","","","","","","","","","","",
"Nigeria","NGA","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","SE.TER.CUAT.ST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3500003814697","","","","","","","","","","13.987517976139","","","16.2004763563621","","","8.37098047803728","9.06483713814857","",
"Nigeria","NGA","Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)","SE.TER.CUAT.MS.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21000003814697","","","","","","","","","","1.17271908949357","","","1.1340840140407","","","3.61605159514668","4.20514876076605","",
"Nigeria","NGA","Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","SE.TER.CUAT.DO.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.294188659711672","0.215129504598206","",
"Nigeria","NGA","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Secondary education, teachers, female","SE.SEC.TCHR.FE","","","","","","","","","","","3064","","3639","","","","","","","","","12242","16326","","","","29902","","41957","43701","46074","44936","49427","52363","54949","","","","","46100","49894","54474","54196","69270","55191","56814","77270","72847","121654","","186918","","","","","","","","355510","","441224","462137","","","",
"Nigeria","NGA","Trained teachers in upper secondary education, male (% of male teachers)","SE.SEC.TCAQ.UP.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7499084472656","","","","21.2842631409223","","","","","","","","60.7851436689338","","","","","","",
"Nigeria","NGA","Trained teachers in lower secondary education, male (% of male teachers)","SE.SEC.TCAQ.LO.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.6117401123047","","","","84.3347720494784","","","","","","","","72.6748404621481","","","","","","",
"Nigeria","NGA","Progression to secondary school, male (%)","SE.SEC.PROG.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.42343","","","","","","","","","","59.83771","","","","","","","","","","","","","","","",
